0.010000	0.990024	0.000000	0.000000	0.009977
0.020000	0.979966	0.000000	0.000000	0.020046
0.030000	0.970056	0.000000	0.000000	0.029983
0.040000	0.960027	0.000000	0.000000	0.040065
0.050000	0.949797	0.000000	0.000000	0.050398
0.060000	0.939942	0.000000	0.000000	0.060373
0.070000	0.930046	0.000000	0.000000	0.070423
0.080000	0.920153	0.000000	0.000000	0.080539
0.090000	0.910017	0.000000	0.000000	0.091042
0.100000	0.900412	0.000000	0.000000	0.100984
0.110000	0.889800	0.000000	0.000000	0.112070
0.120000	0.880307	0.000000	0.000000	0.122037
0.130000	0.870114	0.000000	0.000000	0.132900
0.140000	0.859843	0.000000	0.000000	0.143941
0.150000	0.850310	0.000000	0.000000	0.154226
0.160000	0.839619	0.000000	0.000000	0.165838
0.170000	0.830385	0.000000	0.000000	0.176121
0.180000	0.819608	0.000000	0.000000	0.188198
0.190000	0.810429	0.000000	0.000000	0.198671
0.200000	0.800111	0.000000	0.000000	0.210486
0.210000	0.789495	0.000000	0.000000	0.222736
0.220000	0.780139	0.000000	0.000000	0.233753
0.230000	0.770193	0.000000	0.000000	0.245709
0.240000	0.759716	0.000000	0.000000	0.258098
0.250000	0.750125	0.000000	0.000000	0.269987
0.260000	0.739635	0.000000	0.000000	0.283189
0.270000	0.730426	0.000000	0.000000	0.294958
0.280000	0.719850	0.000000	0.000000	0.308633
0.290000	0.709515	0.000000	0.000000	0.321859
0.300000	0.700116	0.000000	0.000000	0.334085
0.310000	0.689786	0.000000	0.000000	0.348664
0.320000	0.680326	0.000000	0.000000	0.361693
0.330000	0.669456	0.000000	0.000000	0.376460
0.340000	0.660378	0.000000	0.000000	0.390093
0.350000	0.651016	0.000000	0.000000	0.403263
0.360000	0.640336	0.000000	0.000000	0.419858
0.370000	0.630261	0.000000	0.000000	0.434249
0.380000	0.620258	0.000000	0.000000	0.450604
0.390000	0.608512	0.000000	0.000000	0.469409
0.400000	0.599961	0.000000	0.000000	0.481983
0.410000	0.590241	0.000000	0.000000	0.499314
0.420000	0.579820	0.000000	0.000000	0.516977
0.430000	0.569166	0.000000	0.000000	0.535749
0.440000	0.560098	0.000000	0.000000	0.550851
0.450000	0.550272	0.000000	0.000000	0.568638
0.460000	0.539752	0.000000	0.000000	0.587311
0.470000	0.530002	0.000000	0.000000	0.607467
0.480000	0.521502	0.000000	0.000000	0.625167
0.490000	0.509901	0.000000	0.000000	0.645827
0.500000	0.499262	0.000000	0.000000	0.668218
0.510000	0.490845	0.000000	0.000000	0.685572
0.520000	0.480176	0.000000	0.000000	0.711040
0.530000	0.468150	0.000000	0.000000	0.736334
0.540000	0.460113	0.000000	0.000000	0.754415
0.550000	0.448799	0.000000	0.000000	0.780129
0.560000	0.440850	0.000000	0.000000	0.800566
0.570000	0.431094	0.000000	0.000000	0.826321
0.580000	0.422644	0.000000	0.000000	0.851094
0.590000	0.409256	0.000000	0.000000	0.884017
0.600000	0.402597	0.000000	0.000000	0.901371
0.610000	0.390308	0.000000	0.000000	0.938434
0.620000	0.378532	0.000000	0.000000	0.974541
0.630000	0.370095	0.000000	0.000000	1.000699
0.640000	0.362330	0.000000	0.000000	1.020458
0.650000	0.354269	0.000000	0.000000	1.050088
0.660000	0.337733	0.000000	0.000000	1.111260
0.670000	0.330828	0.000000	0.000000	1.132164
0.680000	0.317690	0.000000	0.000000	1.187804
0.690000	0.307914	0.000000	0.000000	1.221871
0.700000	0.301345	0.000000	0.000000	1.253005
0.710000	0.292343	0.000000	0.000000	1.285544
0.720000	0.278130	0.000000	0.000000	1.353505
0.730000	0.270119	0.000000	0.000000	1.392689
0.740000	0.258241	0.000000	0.000000	1.454243
0.750000	0.250665	0.000000	0.000000	1.493063
0.760000	0.239210	0.000000	0.000000	1.557718
0.770000	0.231303	0.000000	0.000000	1.595941
0.780000	0.221897	0.000000	0.000000	1.656308
0.790000	0.213994	0.000000	0.000000	1.714463
0.800000	0.198696	0.000000	0.000000	1.832295
0.810000	0.191120	0.000000	0.000000	1.884154
0.820000	0.180331	0.000000	0.000000	1.977289
0.830000	0.170081	0.000000	0.000000	2.060190
0.839999	0.161913	0.000000	0.000000	2.135425
0.849999	0.148647	0.000000	0.000000	2.279476
0.859999	0.139304	0.000000	0.000000	2.376569
0.869999	0.131204	0.000000	0.000000	2.480514
0.879999	0.122118	0.000000	0.000000	2.616318
0.889999	0.111506	0.000000	0.000000	2.798757
0.899999	0.102444	0.000000	0.000000	2.931657
