-30	0.000000e+000
-29	4.911021e-014
-28	1.943102e-013
-27	6.037297e-013
-26	1.742975e-012
-25	4.902159e-012
-24	1.365455e-011
-23	3.789575e-011
-22	1.050277e-010
-21	2.909226e-010
-20	8.056399e-010
-19	2.230679e-009
-18	6.175546e-009
-17	1.709430e-008
-16	4.731012e-008
-15	1.309082e-007
-14	3.621333e-007
-13	1.001455e-006
-12	2.768350e-006
-11	7.648795e-006
-10	2.111986e-005
-9	5.826976e-005
-8	1.606047e-004
-7	4.421000e-004
-6	1.215033e-003
-5	3.332693e-003
-4	9.119895e-003
-3	2.490037e-002
-2	6.804321e-002
-1	2.212162e-001
0	3.429570e-001
1	2.212162e-001
2	6.804321e-002
3	2.490037e-002
4	9.119895e-003
5	3.332693e-003
6	1.215033e-003
7	4.421000e-004
8	1.606047e-004
9	5.826976e-005
10	2.111986e-005
11	7.648795e-006
12	2.768350e-006
13	1.001455e-006
14	3.621333e-007
15	1.309082e-007
16	4.731012e-008
17	1.709430e-008
18	6.175546e-009
19	2.230679e-009
20	8.056399e-010
21	2.909226e-010
22	1.050277e-010
23	3.789575e-011
24	1.365455e-011
25	4.902159e-012
26	1.742975e-012
27	6.037297e-013
28	1.943102e-013
29	4.911020e-014
30	0.000000e+000


	-30	-29	-28	-27	-26	-25	-24	-23	-22	-21	-20	-19	-18	-17	-16	-15	-14	-13	-12	-11	-10	-9	-8	-7	-6	-5	-4	-3	-2	-1	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
-30	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
-29	0.000000e+000	5.910097e-028	3.416924e-027	1.344251e-026	4.515566e-026	1.400002e-025	4.151123e-025	1.199137e-024	3.409991e-024	9.604367e-024	2.689172e-023	7.502268e-023	2.088393e-022	5.805952e-022	1.612998e-021	4.479873e-021	1.244200e-020	3.456206e-020	9.604472e-020	2.670485e-019	7.430846e-019	2.069807e-018	5.773213e-018	1.613332e-017	4.520509e-017	1.271613e-016	3.598851e-016	1.028934e-015	3.001201e-015	1.075159e-014	2.086457e-014	1.290653e-014	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
-28	0.000000e+000	3.393299e-027	1.759903e-026	6.563868e-026	2.141611e-025	6.529073e-025	1.916570e-024	5.502528e-024	1.558804e-023	4.379910e-023	1.224476e-022	3.412657e-022	9.493453e-022	2.638059e-021	7.326467e-021	2.034240e-020	5.648210e-020	1.568554e-019	4.357475e-019	1.211105e-018	3.368302e-018	9.375831e-018	2.612715e-017	7.291474e-017	2.038954e-016	5.717600e-016	1.609885e-015	4.562457e-015	1.309953e-014	4.555623e-014	8.152087e-014	4.707186e-014	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
-27	0.000000e+000	1.317057e-026	6.479361e-026	2.348231e-025	7.536200e-025	2.275060e-024	6.638340e-024	1.898781e-023	5.366295e-023	1.505498e-022	4.204532e-022	1.170969e-021	3.255670e-021	9.042854e-021	2.510364e-020	6.967278e-020	1.933628e-019	5.366978e-019	1.489992e-018	4.137889e-018	1.149631e-017	3.195737e-017	8.889423e-017	2.474798e-016	6.897154e-016	1.924932e-015	5.383198e-015	1.510589e-014	4.274721e-014	1.455391e-013	2.511434e-013	1.408099e-013	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
-26	0.000000e+000	4.351133e-026	2.081120e-025	7.422097e-025	2.359431e-024	7.081701e-024	2.058944e-023	5.875814e-023	1.658132e-022	4.647114e-022	1.296891e-021	3.609818e-021	1.003162e-020	2.785096e-020	7.728073e-020	2.143773e-019	5.946171e-019	1.649288e-018	4.574987e-018	1.269231e-017	3.521812e-017	9.774160e-017	2.713259e-016	7.533784e-016	2.092490e-015	5.814149e-015	1.616643e-014	4.502954e-014	1.262308e-013	4.247995e-013	7.217626e-013	3.999021e-013	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
-25	0.000000e+000	1.327037e-025	6.248627e-025	2.208175e-024	6.980957e-024	2.088158e-023	6.058026e-023	1.726395e-022	4.867117e-022	1.363116e-021	3.802039e-021	1.057785e-020	2.938297e-020	8.154105e-020	2.261545e-019	6.270270e-019	1.738136e-018	4.817656e-018	1.335251e-017	3.700613e-017	1.025573e-016	2.842057e-016	7.875102e-016	2.181811e-015	6.043651e-015	1.673832e-014	4.636140e-014	1.285495e-013	3.585107e-013	1.199757e-012	2.025621e-012	1.117163e-012	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
-24	0.000000e+000	3.878616e-025	1.810259e-024	6.363600e-024	2.005330e-023	5.986255e-023	1.734409e-022	4.938240e-022	1.391311e-021	3.894654e-021	1.085853e-020	3.019853e-020	8.385354e-020	2.326121e-019	6.448769e-019	1.787111e-018	4.951232e-018	1.371491e-017	3.798422e-017	1.051825e-016	2.912075e-016	8.060488e-016	2.230456e-015	6.169788e-015	1.705954e-014	4.715115e-014	1.303029e-013	3.604203e-013	1.002640e-012	3.347030e-012	5.636898e-012	3.103387e-012	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
-23	0.000000e+000	1.107436e-024	5.142829e-024	1.802387e-023	5.669096e-023	1.690275e-022	4.893277e-022	1.392413e-021	3.921275e-021	1.097268e-020	3.058253e-020	8.502636e-020	2.360227e-019	6.545196e-019	1.813900e-018	5.024792e-018	1.391520e-017	3.852601e-017	1.066400e-016	2.951097e-016	8.164496e-016	2.258060e-015	6.242724e-015	1.725107e-014	4.764759e-014	1.315414e-013	3.630798e-013	1.003075e-012	2.787190e-012	9.294460e-012	1.563802e-011	8.603703e-012	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
-22	0.000000e+000	3.121158e-024	1.445308e-023	5.056483e-023	1.588671e-022	4.733238e-022	1.369543e-021	3.895594e-021	1.096717e-020	3.068032e-020	8.548886e-020	2.376197e-019	6.594391e-019	1.828233e-018	5.065275e-018	1.402746e-017	3.883375e-017	1.074777e-016	2.973809e-016	8.225972e-016	2.274709e-015	6.287920e-015	1.737417e-014	4.798335e-014	1.324496e-013	3.654301e-013	1.008047e-012	2.783319e-012	7.729839e-012	2.576525e-011	4.333346e-011	2.383467e-011	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
-21	0.000000e+000	8.733086e-024	4.037478e-023	1.411111e-022	4.430577e-022	1.319425e-021	3.816381e-021	1.085247e-020	3.054537e-020	8.543126e-020	2.380009e-019	6.614041e-019	1.835166e-018	5.086836e-018	1.409068e-017	3.901361e-017	1.079814e-016	2.987811e-016	8.264851e-016	2.285537e-015	6.318266e-015	1.745995e-014	4.822790e-014	1.331497e-013	3.674141e-013	1.013372e-012	2.794551e-012	7.713888e-012	2.141781e-011	7.137576e-011	1.200232e-010	6.600782e-011	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
-20	0.000000e+000	2.433750e-023	1.124143e-022	3.926604e-022	1.232367e-021	3.668867e-021	1.060941e-020	3.016302e-020	8.488040e-020	2.373568e-019	6.611371e-019	1.837013e-018	5.096317e-018	1.412428e-017	3.911911e-017	1.082956e-016	2.996950e-016	8.291190e-016	2.293128e-015	6.340261e-015	1.752423e-014	4.841759e-014	1.337137e-013	3.690923e-013	1.018284e-012	2.808042e-012	7.742369e-012	2.136825e-011	5.932158e-011	1.976693e-010	3.323627e-010	1.827707e-010	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
-19	0.000000e+000	6.767500e-023	3.124270e-022	1.090915e-021	3.422929e-021	1.018810e-020	2.945549e-020	8.372792e-020	2.355749e-019	6.586505e-019	1.834352e-018	5.096207e-018	1.413646e-017	3.917458e-017	1.084887e-016	3.003070e-016	8.309864e-016	2.298743e-015	6.357106e-015	1.757494e-014	4.857121e-014	1.341820e-013	3.705244e-013	1.022644e-012	2.821027e-012	7.778428e-012	2.144440e-011	5.917851e-011	1.642731e-010	5.473390e-010	9.202308e-010	5.060105e-010	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
