901	28/02/15 22:57	4	16
901	28/02/15 22:57	4	16
901	28/02/15 22:57	4	16
901	28/02/15 22:57	4	16
901	28/02/15 22:57	4	16
901	28/02/15 22:57	4	16
901	28/02/15 22:57	4	16
901	28/02/15 22:57	4	16
901	28/02/15 23:07	4	16
901	28/02/15 23:07	4	16
901	28/02/15 23:07	4	16
901	28/02/15 23:07	4	16
901	28/02/15 23:07	4	16
901	28/02/15 23:07	4	16
901	28/02/15 23:07	4	16
901	28/02/15 23:15	4	16
901	28/02/15 23:15	4	16
901	28/02/15 23:15	4	16
901	28/02/15 23:15	4	16
901	28/02/15 23:15	4	16
901	28/02/15 23:15	4	16
901	28/02/15 23:15	4	16
901	28/02/15 23:15	4	16
901	28/02/15 23:15	4	16
901	28/02/15 23:15	4	16
901	28/02/15 23:15	4	16
901	28/02/15 23:25	4	16
901	28/02/15 23:25	4	16
901	28/02/15 23:25	4	16
901	28/02/15 23:25	4	16
901	28/02/15 23:25	4	16
901	28/02/15 23:25	4	16
901	28/02/15 23:25	4	16
901	28/02/15 23:25	4	16
901	28/02/15 23:25	4	16
901	28/02/15 23:25	4	16
901	28/02/15 23:35	4	16
901	28/02/15 23:35	4	16
901	28/02/15 23:35	4	16
901	28/02/15 23:35	4	16
901	28/02/15 23:35	4	16
901	28/02/15 23:35	4	16
901	28/02/15 23:35	4	16
901	28/02/15 23:35	4	16
901	28/02/15 23:35	4	16
901	28/02/15 23:35	4	16
901	28/02/15 23:45	4	16
901	28/02/15 23:45	4	16
901	28/02/15 23:45	4	16
901	28/02/15 23:45	4	16
901	28/02/15 23:45	4	16
901	28/02/15 23:45	4	16
901	28/02/15 23:45	4	16
901	28/02/15 23:45	4	16
901	28/02/15 23:45	4	16
901	28/02/15 23:45	4	16
901	28/02/15 23:55	4	16
901	28/02/15 23:55	4	16
901	28/02/15 23:55	4	16
901	28/02/15 23:55	4	16
901	28/02/15 23:55	4	16
901	28/02/15 23:55	4	16
901	28/02/15 23:55	4	16
901	28/02/15 23:55	4	16
901	28/02/15 23:55	4	16
901	28/02/15 23:55	4	16
901	01/03/15 00:05	4	16
901	01/03/15 00:05	4	16
901	01/03/15 00:05	4	16
901	01/03/15 00:05	4	16
901	01/03/15 00:05	4	16
901	01/03/15 00:05	4	16
901	01/03/15 00:05	4	16
901	01/03/15 00:05	4	16
901	01/03/15 00:05	4	16
