id,nb,lat,lng,totbs
0,901,48.892795924112306,2.391225227186182,20
1,903,48.83713368945151,2.374340554605615,20
2,904,48.85213620522547,2.301961227213259,30
3,905,48.83966087889425,2.382472269083633,20
4,906,48.876419813641114,2.358630064544601,20
5,907,48.832416272201854,2.403063568770877,20
6,908,48.86800894990829,2.365494000761851,20
7,1001,48.85709163521822,2.341747995157864,16
8,1002,48.85794009296303,2.347010058114489,21
9,1003,48.859150287255645,2.347620087684511,50
10,1004,48.859896314441485,2.346756667548724,36
11,1005,48.86126206976475,2.349399999750171,33
12,1006,48.86263180415945,2.349732144830979,33
13,1007,48.863567047119524,2.347702021141098,20
14,1008,48.86358050651757,2.342609463824718,22
15,1009,48.860245194532624,2.344333545273837,24
16,1010,48.85946238924527,2.344366128446111,25
17,1011,48.86024709541543,2.342302645725544,20
18,1012,48.86299816676784,2.341555077827231,22
19,1013,48.86243023476397,2.338520131151779,66
20,1014,48.86367225536575,2.33405760804708,25
21,1015,48.86397965515107,2.335599603893845,20
22,1016,48.86648351450895,2.334433421223788,25
23,1017,48.86557114282421,2.330567417577153,20
24,1018,48.86479366612619,2.329431421945852,21
25,1019,48.866698008473534,2.328288185716643,14
26,1020,48.866285221156055,2.325249045083579,40
27,1022,48.8682170167744,2.330493511399174,37
28,1023,48.863497019963724,2.334846327550268,22
29,1024,48.86377283202625,2.342707561978307,20
30,1025,48.8613894682984,2.340055232817477,18
31,1026,48.86343050194121,2.340169767017624,31
32,1027,48.86223871704716,2.341960937955673,21
33,1102,48.864065046949904,2.347597912716465,18
34,1116,48.866810653323,2.334388448251871,27
35,2001,48.86524062169503,2.351669873689939,34
36,2002,48.86458237746489,2.346282111667021,28
37,2003,48.86614574652862,2.350844595287827,31
38,2004,48.866973714239656,2.3486324654447,17
39,2005,48.86502194581009,2.345068440144759,15
40,2006,48.86600263256513,2.341920411962299,24
41,2007,48.867123446448645,2.336686608238879,28
42,2008,48.86729326281969,2.340563686363604,29
43,2009,48.86885168937216,2.339731401086941,59
44,2010,48.87077575727228,2.343163334385358,30
45,2011,48.86829988920071,2.338089782278504,26
46,2012,48.86996973396891,2.3360394555421,42
47,2013,48.87144635392104,2.338290105850787,17
48,2014,48.86911315259528,2.332515105268499,16
49,2015,48.870508937203915,2.334054461939329,31
50,2016,48.868660481539266,2.35018588824494,21
51,2020,48.867623078056845,2.333268593101536,20
52,2021,48.86746744146411,2.344526615114217,43
53,2022,48.87078277953678,2.345905811394424,36
54,2101,48.866067150086806,2.345463652702569,22
55,2102,48.870314763994976,2.341878566630611,37
56,2107,48.87000061719652,2.348995518049354,16
57,2108,48.871242274166406,2.341394999257386,38
58,3001,48.85804405694242,2.367832659296124,52
59,3002,48.85815895677863,2.364714992099186,18
60,3003,48.86213223497159,2.364951386893752,32
61,3005,48.86613722458341,2.359661143626467,33
62,3006,48.86453080530752,2.361579815214986,34
63,3007,48.86240121191442,2.359447031946381,28
64,3008,48.85984668320698,2.361050487092021,18
65,3009,48.861581157730946,2.35660934144383,18
66,3010,48.86246498040391,2.354236781419645,18
67,3011,48.86558419108518,2.356278447633629,31
68,3012,48.86749798940664,2.353660816249226,24
69,3013,48.856954148055344,2.362897420229539,14
70,3014,48.863062832743175,2.352839380718154,31
71,3101,48.86863640502551,2.355591592778568,34
72,4001,48.85398414441304,2.349380045291025,32
73,4002,48.85525336084426,2.347356447642631,24
74,4003,48.852944887921204,2.352088649440748,21
75,4005,48.85127148209335,2.362430212982278,15
76,4006,48.847725125668795,2.365939153127159,53
77,4007,48.852557117435175,2.368240719418199,36
78,4009,48.852725972189546,2.360878343431665,28
79,4010,48.855023999040945,2.361203538755455,26
80,4011,48.85381414531594,2.357092654363953,36
81,4012,48.85579663740384,2.357907882135172,28
82,4013,48.85851071299225,2.358633579117469,27
83,4014,48.85940271964358,2.35592748653501,30
84,4015,48.85596585621022,2.356381154873061,16
85,4016,48.85624672170074,2.353281344612189,60
86,4017,48.85712865130369,2.351194996458793,14
87,4018,48.857999643314926,2.350217280976349,19
88,4019,48.858828988192535,2.35189147061665,32
89,4020,48.86008832610481,2.350148335920203,28
90,4021,48.861419072223185,2.35258144286207,26
91,4101,48.8537973449702,2.368400806960401,20
92,4103,48.857203787697095,2.353976273618783,25
93,4104,48.861883102214215,2.350220976096221,16
94,4105,48.84996003527754,2.363239868721318,36
95,4107,48.855501357701705,2.368429069929045,18
96,5001,48.851581340028176,2.343704536722773,43
97,5002,48.850310432924466,2.345015835298588,35
98,5003,48.84623928170344,2.341324916011569,35
99,5004,48.84186595652607,2.341202026662388,19
100,5005,48.844730256132095,2.341923944866407,24
101,5006,48.846516920586836,2.343123803367338,13
102,5007,48.84891900790829,2.347201329520476,37
103,5008,48.850977229793614,2.346076825913541,20
104,5009,48.85165117936709,2.347463334519655,16
105,5010,48.84375698130157,2.339306721981416,15
106,5012,48.845143494008845,2.345412681213507,15
107,5013,48.8425479496716,2.344596649931604,20
108,5014,48.84163270861766,2.348552018116996,28
109,5015,48.841507637390066,2.349983047029793,63
110,5016,48.845062256378036,2.349497789857777,16
111,5017,48.84660186578123,2.34901473289268,31
112,5018,48.848385764716724,2.350169939020645,37
113,5019,48.84969041137042,2.352970183602024,25
114,5020,48.849159689167834,2.356140327475379,21
115,5021,48.847184641150214,2.353398379689353,36
116,5022,48.84629503172156,2.352222921607491,17
117,5023,48.845616878509624,2.355745499998791,24
118,5024,48.84273504298964,2.352472437223356,21
119,5026,48.83899382454321,2.34993205295774,49
120,5027,48.83712603861059,2.351433329767636,40
121,5028,48.84108002201592,2.355430714244752,55
122,5029,48.8401089566606,2.337296889737942,30
123,5030,48.849770370603345,2.343573575733007,50
124,5031,48.84367484543761,2.354615982683207,55
125,5032,48.8469867528133,2.346499653762975,37
126,5033,48.852705647705136,2.344137763245671,30
127,5034,48.84050866371248,2.353713552033412,69
128,5035,48.84315817822931,2.363748444641593,24
129,5104,48.84191617982597,2.358912681317667,55
130,5105,48.83907826424974,2.356877340669728,17
131,5106,48.84819134858432,2.34183165485398,19
132,5107,48.850458009188436,2.352454275492188,23
133,5110,48.84386035324877,2.35190222528039,23
134,6001,48.85761567856468,2.335831353037739,17
135,6002,48.85549998439074,2.333445220031193,23
136,6003,48.85164784814266,2.33081707438869,21
137,6004,48.84751782944194,2.326973305586841,44
138,6005,48.843295457036824,2.326541134127944,47
139,6006,48.84479928858768,2.329337755887181,19
140,6007,48.842738478257814,2.329794221763396,23
141,6008,48.84373446877937,2.333428381875887,33
142,6009,48.84672098257342,2.332394592929583,35
143,6010,48.841739161230905,2.331552216736739,15
144,6012,48.85330527759475,2.334465461882703,18
145,6013,48.855254687750524,2.337539334060287,28
146,6014,48.855296898603285,2.339947307565249,26
147,6015,48.853751073467855,2.339113722899687,54
148,6016,48.85239300931142,2.341442522468474,21
149,6017,48.849580002186286,2.337848437179539,34
150,6018,48.84254096604404,2.335067885565505,16
151,6020,48.85293041059132,2.342657392891206,35
152,6021,48.8564374096868,2.334797622948368,19
153,6022,48.85165969291236,2.335504665009827,21
154,6024,48.853942309161404,2.33015352476927,26
155,6025,48.84920849993862,2.328514546230014,32
156,6026,48.84913990321828,2.325175389412747,66
157,6027,48.84612989154848,2.324240578144087,31
158,6028,48.85175137445886,2.338161695134053,36
159,6029,48.84892295818577,2.341040508705961,24
160,6030,48.84846886395447,2.32899674681117,35
161,6031,48.85083365440354,2.342198228067738,34
162,6032,48.8525574216674,2.331647722906649,26
163,6103,48.850297010217595,2.330446820277252,55
164,6104,48.84336424277311,2.337803430969035,37
165,6107,48.85024108719566,2.327551549210571,23
166,6108,48.84703008062634,2.321289421006791,16
167,7001,48.84776985682885,2.316183886729462,45
168,7002,48.84857760756107,2.320417393123817,35
169,7003,48.85123038028847,2.325070038738617,59
170,7004,48.85326166861166,2.326319806384382,36
171,7005,48.85546173595602,2.325681935889154,52
172,7006,48.85894298617901,2.331418204714572,32
173,7007,48.85971010443503,2.325809024625026,65
174,7008,48.85831864690376,2.323838437789417,16
175,7009,48.86137389094258,2.320131276903925,62
176,7010,48.860769957997334,2.314838279495265,65
177,7011,48.859068394963046,2.318624221125004,22
178,7012,48.85426833405103,2.319454010061415,36
179,7013,48.84750225840085,2.312688328662078,55
180,7014,48.85167822904787,2.314633840627834,42
181,7015,48.857290118463105,2.31530968318177,47
182,7016,48.861273016278126,2.309453550914185,58
183,7017,48.85727649829621,2.310257927534994,39
184,7018,48.85129433458901,2.309747615603337,18
185,7019,48.8549511680067,2.305478634195716,47
186,7020,48.85664110011817,2.306598534111823,57
187,7021,48.85865170952645,2.303716580234576,50
188,7022,48.86164049957625,2.302250344175951,69
189,7023,48.86089779794103,2.29559959844703,60
190,7024,48.8581690434843,2.300528330043888,31
191,7025,48.856502977695634,2.293178754328878,33
192,7101,48.852241617707335,2.326606019476806,54
193,7102,48.857829110709226,2.319149052579355,42
194,7103,48.8560593100747,2.302239128884557,20
195,8001,48.866843803252216,2.315779713410026,41
196,8003,48.871705191393076,2.298528265679806,17
197,8004,48.87042188343355,2.323288994791708,64
198,8005,48.86909008833763,2.324429630496505,37
199,8007,48.8742300555803,2.325570111724113,30
200,8008,48.8753531744647,2.322884365751902,18
201,8009,48.8748080249657,2.326481486218277,28
202,8010,48.87958116563811,2.326427352474812,17
203,8011,48.88093535677379,2.324516635146477,16
204,8012,48.88331804435458,2.326207175385489,47
205,8013,48.8696161948985,2.306620834902348,33
206,8015,48.873486169349846,2.320281234210629,44
207,8016,48.87320440102894,2.323658830743138,39
208,8017,48.876079329226044,2.322731562049324,64
209,8018,48.87620116215501,2.319793923972548,32
210,8019,48.87995716383757,2.321359676280949,43
211,8020,48.882148945631904,2.319860054774211,44
212,8025,48.873760472140056,2.315876308346374,33
213,8026,48.87545720024482,2.315465494584916,13
214,8027,48.877984027503516,2.318404862782852,14
215,8028,48.873434081397704,2.29770677798004,28
216,8029,48.86534626936267,2.310193787964762,36
217,8030,48.8672932362145,2.307691605650344,35
218,8031,48.86970884795243,2.310714655374236,33
219,8032,48.87147642130095,2.313885419949291,67
220,8033,48.87278768084646,2.309722588932229,27
221,8034,48.874810390028195,2.308314064189137,34
222,8035,48.87659994083545,2.31316505435543,45
223,8036,48.87745567681383,2.309694221419506,39
224,8037,48.87960645718048,2.314553524187054,37
225,8038,48.8668876499781,2.306675575720671,28
226,8039,48.870481938552295,2.307662540152187,24
227,8040,48.87007033911426,2.304315446715835,32
228,8041,48.87069015790859,2.303222423974782,38
229,8044,48.87836138361425,2.305254448220567,33
230,8045,48.86492098253841,2.302549182385926,57
231,8046,48.865194405295554,2.300249545157282,30
232,8047,48.868165940558264,2.301274609316824,32
233,8048,48.86885170823486,2.298514048803577,20
234,8049,48.870437805350605,2.300830261423519,22
235,8050,48.87151274151915,2.307487564419454,45
236,8051,48.882148945433045,2.319858692092916,14
237,8052,48.87288299097443,2.299972932642669,30
238,8053,48.87475020395657,2.301771435325988,38
239,8054,48.87614039826388,2.301303138307601,32
240,8055,48.87818887641853,2.299296003861458,29
241,8056,48.875377647487014,2.296555342476269,11
242,8057,48.87494475810723,2.29743857720451,33
243,8101,48.87803446150397,2.326483540969424,23
244,8102,48.87355533448877,2.303288666125152,26
245,8103,48.873794318379595,2.306299550271081,23
246,8104,48.8740144756374,2.29991625786582,31
247,8105,48.86951797934417,2.302426218841562,31
248,8108,48.87482319032095,2.325296117814705,56
249,8110,48.87711191876653,2.322329320868037,32
250,8113,48.874923109802,2.319395144377322,22
251,8115,48.87134532710352,2.300186572268202,21
252,8549,48.87040913507474,2.301123191744092,24
253,9001,48.877501465298494,2.348569373385955,17
254,9002,48.8792233706285,2.349147493536092,15
255,9003,48.883653197247604,2.349040855034395,25
256,9004,48.88291108953936,2.346319371627125,21
257,9005,48.88263348431082,2.344884406212207,33
258,9006,48.88210763435886,2.346261998538882,16
259,9007,48.87983122511022,2.345396338986368,20
260,9008,48.87916177777549,2.34369843072095,17
261,9009,48.87660117136262,2.345785516803243,21
262,9010,48.876719895109,2.344393021853951,23
263,9011,48.873781940593325,2.344513876337893,20
264,9012,48.87154221364212,2.345836455597928,30
265,9013,48.8732671375829,2.340753448052758,25
266,9014,48.87532972315326,2.340772662331439,34
267,9015,48.87662212037311,2.339799899316122,31
268,9016,48.877770695346776,2.339784967507022,17
269,9017,48.88103214901626,2.340774412117837,29
270,9018,48.88207022703438,2.336679631444242,34
271,9019,48.881149033952994,2.336681004295117,18
272,9020,48.87950526562478,2.337190639271711,21
273,9021,48.877872278317966,2.337446804203667,22
274,9022,48.87334627510507,2.337980867701675,33
275,9023,48.871815737396304,2.337201547845077,33
276,9024,48.87338580542954,2.33529683976619,53
277,9025,48.876383969379,2.335356677933531,38
278,9026,48.87939826447722,2.333709173337285,17
279,9027,48.88235325984544,2.333263372748175,25
280,9028,48.88015398585977,2.33107516002003,18
281,9029,48.87685932729332,2.332762380011633,39
282,9030,48.87518586417746,2.332036313368639,44
283,9031,48.87428447542072,2.332976511564311,25
284,9032,48.87297125192713,2.329465611700831,40
285,9033,48.87279501987261,2.328315742616178,51
286,9034,48.869956681574806,2.326599657113696,22
287,9035,48.87775323400056,2.327339290714228,44
288,9036,48.878113787875996,2.32956021945824,20
289,9037,48.88126642422664,2.328197093450571,23
290,9038,48.883207841227964,2.330849949028507,27
291,9101,48.87563967181739,2.343523591554751,19
292,9102,48.87673249893723,2.33048422584945,24
293,9104,48.874179024030234,2.327778690118609,30
294,9106,48.87219025140095,2.329423494000903,15
295,9108,48.87789001497427,2.344785602987212,33
296,9111,48.87514373494672,2.338118505144376,18
297,9113,48.87582185503067,2.347303230302456,30
298,10001,48.86849994171273,2.359970049607283,62
299,10002,48.86967912445944,2.354327697377583,17
300,10003,48.87077436024043,2.349649636832728,17
301,10004,48.87089342595598,2.353521565011111,63
302,10005,48.873972172373676,2.348388757504776,17
303,10006,48.872939767837096,2.35403448428308,28
304,10007,48.87242997325711,2.355489390173873,19
305,10008,48.87076498187756,2.358724462274344,18
306,10009,48.87208360886937,2.35766368561921,17
307,10010,48.87099998982137,2.361141436574885,33
308,10011,48.86909174869475,2.362261761814593,17
309,10012,48.873267841170026,2.359323613430623,24
310,10013,48.87113994970465,2.36628044396993,59
311,10014,48.8716626619994,2.363933311380362,56
312,10015,48.874112916506824,2.362498528696257,46
313,10016,48.875034655883944,2.359801238597928,16
314,10017,48.87457503678029,2.356796765204903,13
315,10018,48.875384905581136,2.356094018642288,30
316,10019,48.87503405624492,2.352184894826549,31
317,10020,48.87710035109807,2.351222168052346,11
318,10021,48.877356057652264,2.354511445637388,15
319,10022,48.87686690577979,2.356119082991818,42
320,10023,48.87615605427147,2.360914908320552,14
321,10024,48.87182588992616,2.372203224856393,18
322,10025,48.87742034308959,2.366011448983217,15
323,10026,48.88387986981542,2.360080356961043,59
324,10027,48.8793551031739,2.358379192454538,19
325,10028,48.88037062098294,2.352820057031213,29
326,10029,48.88072668576597,2.351464333201903,23
327,10031,48.881997209990196,2.363625214552995,39
328,10032,48.87285913900304,2.370071706985146,32
329,10033,48.88095574164779,2.352430514838522,24
330,10034,48.88384931844148,2.360053088985318,20
331,10035,48.884348151333135,2.364163329874197,24
332,10036,48.88384326568884,2.367110644031659,29
333,10037,48.88126816395289,2.368117527990073,25
334,10038,48.87752002849063,2.369791245076398,28
335,10039,48.874405666217164,2.373807237995119,24
336,10040,48.872778156489964,2.376348394645978,48
337,10041,48.88414119396773,2.356109465877721,14
338,10042,48.87242006305313,2.348395236282807,33
339,10105,48.870278078579595,2.351281636686514,24
340,10107,48.88194974316119,2.352339506562677,47
341,10110,48.879332174655,2.368628715748762,31
342,10111,48.87346279870817,2.364035059250436,21
343,10113,48.871379874256604,2.369896383666685,43
344,10114,48.87479499484127,2.366669436984963,59
345,10115,48.87613733905835,2.368084497941703,27
346,10151,48.87963935299516,2.356904958415215,26
347,10152,48.87904931076023,2.354159095958248,25
348,10153,48.87957771852628,2.354463131150579,20
349,10161,48.875670112481366,2.359509937592322,34
350,11001,48.85384822621097,2.369701488217501,40
351,11002,48.85510629540472,2.373424541930557,23
352,11003,48.855512861322296,2.375240347026149,32
353,11004,48.852255290042486,2.374027235613735,32
354,11006,48.856433706943704,2.379020587761426,37
355,11007,48.85328931895065,2.383041177204182,63
356,11008,48.850379753879935,2.38386933547444,40
357,11009,48.852193095437535,2.3890216505832,23
358,11010,48.84925926211519,2.391754614194301,41
