901	19	1	02/03/15 17:46
901	18	2	02/03/15 17:52
901	19	1	02/03/15 18:17
901	18	2	02/03/15 18:39
901	19	1	02/03/15 19:52
901	18	1	02/03/15 23:23
901	19	0	03/03/15 06:24
901	18	1	03/03/15 06:51
901	19	0	03/03/15 07:24
901	18	1	03/03/15 08:04
901	19	0	03/03/15 08:16
901	18	1	03/03/15 08:24
901	19	0	03/03/15 08:40
901	18	1	03/03/15 10:00
901	19	0	03/03/15 10:09
901	18	1	03/03/15 10:40
901	17	2	03/03/15 10:43
901	16	3	03/03/15 10:50
901	17	2	03/03/15 11:13
901	18	1	03/03/15 11:13
901	17	2	03/03/15 11:14
901	18	1	03/03/15 11:23
901	19	0	03/03/15 11:42
901	18	1	03/03/15 13:08
901	19	0	03/03/15 13:28
901	18	1	03/03/15 13:28
901	19	0	03/03/15 13:32
901	18	1	03/03/15 13:33
901	19	0	03/03/15 13:47
901	18	1	03/03/15 13:52
901	19	0	03/03/15 14:23
901	18	1	03/03/15 14:37
901	19	0	03/03/15 14:49
901	18	1	03/03/15 14:53
901	19	0	03/03/15 14:54
901	18	1	03/03/15 17:04
901	19	0	03/03/15 17:08
901	18	1	03/03/15 17:45
901	17	2	03/03/15 17:46
901	18	1	03/03/15 17:50
901	17	2	03/03/15 17:52
901	18	1	03/03/15 18:11
901	17	2	03/03/15 18:14
901	18	1	03/03/15 20:08
901	17	2	03/03/15 20:16
901	18	1	03/03/15 20:34
901	19	0	03/03/15 20:43
901	18	1	03/03/15 20:49
901	19	0	03/03/15 20:49
901	18	1	03/03/15 22:33
901	17	2	03/03/15 23:50
901	18	1	04/03/15 07:21
901	19	0	04/03/15 07:41
901	18	1	04/03/15 07:59
901	19	0	04/03/15 08:06
901	18	1	04/03/15 08:30
901	19	0	04/03/15 08:36
901	18	1	04/03/15 08:39
901	17	2	04/03/15 08:40
901	18	1	04/03/15 08:55
901	19	0	04/03/15 09:03
901	18	1	04/03/15 10:24
901	17	2	04/03/15 10:28
901	18	1	04/03/15 10:30
901	19	0	04/03/15 10:40
901	18	1	04/03/15 10:44
901	19	0	04/03/15 11:26
901	18	1	04/03/15 11:38
