01/03/15 00:00	0.687907
01/03/15 00:01	0.687907
01/03/15 00:02	0.688090
01/03/15 00:04	0.688142
01/03/15 00:06	0.688201
01/03/15 00:08	0.688164
01/03/15 00:10	0.687801
01/03/15 00:12	0.686974
01/03/15 00:14	0.686065
01/03/15 00:16	0.685974
01/03/15 00:17	0.686003
01/03/15 00:19	0.685960
01/03/15 00:21	0.682852
01/03/15 00:22	0.682711
01/03/15 00:24	0.682864
01/03/15 00:26	0.682414
01/03/15 00:28	0.681678
01/03/15 00:30	0.681731
01/03/15 00:31	0.681203
01/03/15 00:32	0.681184
01/03/15 00:33	0.680435
01/03/15 00:35	0.679487
01/03/15 00:37	0.679353
01/03/15 00:38	0.678526
01/03/15 00:40	0.678178
01/03/15 00:41	0.678079
01/03/15 00:43	0.677366
01/03/15 00:44	0.677072
01/03/15 00:45	0.677350
01/03/15 00:47	0.677430
01/03/15 00:48	0.676996
01/03/15 00:49	0.676644
01/03/15 00:50	0.676556
01/03/15 00:52	0.676133
01/03/15 00:53	0.676335
01/03/15 00:54	0.676342
01/03/15 00:55	0.673739
01/03/15 00:56	0.673553
01/03/15 00:57	0.673307
01/03/15 00:58	0.673119
01/03/15 00:59	0.673459
01/03/15 01:00	0.672905
01/03/15 01:01	0.672989
01/03/15 01:02	0.672965
01/03/15 01:02	0.672550
01/03/15 01:03	0.672258
01/03/15 01:04	0.671831
01/03/15 01:05	0.668510
01/03/15 01:05	0.668453
01/03/15 01:06	0.667826
01/03/15 01:06	0.666368
01/03/15 01:07	0.666009
01/03/15 01:07	0.666097
01/03/15 01:08	0.665904
01/03/15 01:08	0.665930
01/03/15 01:09	0.663932
01/03/15 01:09	0.663343
01/03/15 01:10	0.663137
01/03/15 01:11	0.663248
01/03/15 01:12	0.663246
01/03/15 01:12	0.662873
01/03/15 01:13	0.662552
01/03/15 01:14	0.662515
01/03/15 01:15	0.662004
01/03/15 01:15	0.661728
01/03/15 01:16	0.661511
01/03/15 01:17	0.660922
01/03/15 01:18	0.660533
01/03/15 01:18	0.659888
01/03/15 01:19	0.660299
01/03/15 01:20	0.660275
01/03/15 01:21	0.660182
01/03/15 01:22	0.659588
01/03/15 01:23	0.659239
01/03/15 01:23	0.658992
01/03/15 01:24	0.659670
01/03/15 01:25	0.659595
01/03/15 01:26	0.659582
01/03/15 01:27	0.659187
01/03/15 01:28	0.658670
01/03/15 01:28	0.658469
01/03/15 01:30	0.658357
01/03/15 01:30	0.657901
01/03/15 01:32	0.657993
01/03/15 01:33	0.657924
01/03/15 01:34	0.657807
01/03/15 01:35	0.657605
01/03/15 01:36	0.657642
01/03/15 01:37	0.657961
01/03/15 01:38	0.657455
01/03/15 01:39	0.657188
01/03/15 01:40	0.656752
01/03/15 01:41	0.656610
01/03/15 01:42	0.656143
01/03/15 01:43	0.654992
01/03/15 01:44	0.654455
01/03/15 01:45	0.654228
01/03/15 01:46	0.654197
01/03/15 01:48	0.656175
01/03/15 01:49	0.654047
01/03/15 01:50	0.653943
01/03/15 01:51	0.653677
01/03/15 01:52	0.653642
01/03/15 01:52	0.653511
01/03/15 01:53	0.653145
01/03/15 01:55	0.655318
01/03/15 01:56	0.655450
01/03/15 01:57	0.656043
01/03/15 01:58	0.656468
01/03/15 01:59	0.656236
01/03/15 02:00	0.656510
01/03/15 02:02	0.656837
01/03/15 02:03	0.656268
01/03/15 02:04	0.655694
01/03/15 02:06	0.655857
01/03/15 02:06	0.655925
01/03/15 02:08	0.655041
01/03/15 02:09	0.654803
01/03/15 02:10	0.654857
01/03/15 02:12	0.655502
01/03/15 02:14	0.655685
01/03/15 02:15	0.655117
01/03/15 02:17	0.654415
01/03/15 02:18	0.654000
01/03/15 02:19	0.653662
01/03/15 02:21	0.653783
